local authority code,local authority name,LSOA code,All usual residents aged 16+ in work,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
E09000009,Ealing,E01001279,663,401,54,5,17,0,0,127,8,16,31,4
E09000009,Ealing,E01001280,836,405,122,26,36,6,4,156,6,20,34,21
E09000009,Ealing,E01001281,776,467,68,14,13,2,5,135,8,20,38,6
E09000009,Ealing,E01001282,685,202,53,27,62,5,5,242,16,26,41,6
E09000009,Ealing,E01001283,739,223,71,21,99,2,3,223,12,31,39,15
E09000009,Ealing,E01001284,804,256,109,14,71,0,9,235,16,39,46,9
E09000009,Ealing,E01001285,824,250,84,29,87,2,10,253,20,29,51,9
E09000009,Ealing,E01001286,735,274,66,24,77,3,4,189,18,24,45,11
E09000009,Ealing,E01001287,600,160,40,27,91,8,6,203,10,12,40,3
E09000009,Ealing,E01001288,704,327,56,25,44,1,10,161,6,13,55,6
E09000009,Ealing,E01001289,692,310,76,22,52,2,10,132,10,31,39,8
E09000009,Ealing,E01001290,1103,454,116,60,104,4,10,213,39,26,66,11
E09000009,Ealing,E01001291,820,190,52,16,112,2,3,349,29,13,33,21
E09000009,Ealing,E01001292,811,193,89,20,83,4,4,331,21,8,46,12
E09000009,Ealing,E01001293,811,151,54,19,151,4,3,370,22,7,24,6
E09000009,Ealing,E01001294,866,170,53,26,127,1,5,363,26,23,55,17
E09000009,Ealing,E01001295,851,174,42,17,130,5,1,394,25,7,47,9
E09000009,Ealing,E01001296,645,129,22,20,98,3,0,277,26,9,46,15
E09000009,Ealing,E01001297,763,145,27,28,152,3,3,302,29,10,50,14
E09000009,Ealing,E01001298,882,166,44,25,209,3,4,286,28,12,94,11
E09000009,Ealing,E01001299,854,456,74,23,30,7,5,150,7,37,60,5
E09000009,Ealing,E01001300,828,492,92,12,24,1,5,108,15,31,39,9
E09000009,Ealing,E01001301,1041,439,170,28,67,5,9,176,6,54,75,12
E09000009,Ealing,E01001302,867,472,125,12,34,2,10,132,5,31,37,7
E09000009,Ealing,E01001303,838,477,117,15,31,0,7,122,6,29,28,6
E09000009,Ealing,E01001304,915,470,114,25,54,5,8,161,3,29,44,2
E09000009,Ealing,E01001305,869,475,84,15,32,3,10,155,13,38,37,7
E09000009,Ealing,E01001306,868,499,95,10,37,1,7,128,8,39,34,10
E09000009,Ealing,E01001307,995,305,138,37,69,2,4,331,18,19,61,11
E09000009,Ealing,E01001308,991,284,164,38,90,4,9,314,24,14,36,14
E09000009,Ealing,E01001309,950,247,113,34,90,3,5,343,33,16,48,18
E09000009,Ealing,E01001310,1076,266,152,60,111,6,12,381,20,15,47,6
E09000009,Ealing,E01001311,1326,350,182,63,145,9,21,421,31,20,65,19
E09000009,Ealing,E01001312,992,261,200,37,82,5,7,296,19,14,59,12
E09000009,Ealing,E01001313,856,222,128,35,94,2,4,294,19,13,37,8
E09000009,Ealing,E01001314,757,197,114,33,54,4,4,271,22,15,31,12
E09000009,Ealing,E01001315,739,173,97,26,85,4,5,272,13,9,36,19
E09000009,Ealing,E01001316,731,140,100,20,116,5,5,239,26,11,53,16
E09000009,Ealing,E01001317,996,222,157,53,98,7,4,364,17,10,45,19
E09000009,Ealing,E01001318,853,183,137,41,118,2,13,279,16,11,32,21
E09000009,Ealing,E01001319,791,181,114,27,84,4,1,308,27,8,30,7
E09000009,Ealing,E01001320,656,115,78,29,86,6,2,255,28,10,41,6
E09000009,Ealing,E01001321,957,239,120,45,91,3,8,364,23,15,36,13
E09000009,Ealing,E01001322,987,247,163,41,83,3,10,343,22,16,46,13
E09000009,Ealing,E01001323,908,224,151,35,84,2,17,293,28,21,36,17
E09000009,Ealing,E01001324,744,153,101,36,111,5,5,253,16,15,35,14
E09000009,Ealing,E01001325,846,184,51,12,85,3,4,425,26,15,31,10
E09000009,Ealing,E01001326,798,155,74,21,121,4,10,333,14,16,36,14
E09000009,Ealing,E01001327,869,187,76,20,139,3,6,344,32,12,31,19
E09000009,Ealing,E01001328,796,161,64,28,147,10,8,298,25,6,38,11
E09000009,Ealing,E01001329,827,201,53,15,88,4,3,378,29,18,23,15
E09000009,Ealing,E01001330,753,139,57,29,138,1,6,292,27,8,42,14
E09000009,Ealing,E01001331,731,110,69,35,151,6,9,268,17,10,44,12
E09000009,Ealing,E01001332,662,146,57,17,122,5,6,239,23,12,28,7
E09000009,Ealing,E01001333,975,146,47,77,261,2,4,271,22,14,115,16
E09000009,Ealing,E01001334,543,90,25,25,84,4,2,228,16,16,43,10
E09000009,Ealing,E01001335,817,287,31,20,45,0,3,353,27,11,32,8
E09000009,Ealing,E01001336,803,184,33,31,111,6,13,323,29,6,54,13
E09000009,Ealing,E01001337,1092,344,102,43,143,6,9,271,23,32,107,12
E09000009,Ealing,E01001338,787,184,38,39,136,2,3,268,23,20,60,14
E09000009,Ealing,E01001339,995,294,61,39,109,3,5,367,27,30,53,7
E09000009,Ealing,E01001340,690,212,57,21,114,1,4,184,10,16,65,6
E09000009,Ealing,E01001341,837,223,129,22,71,4,5,265,12,31,62,13
E09000009,Ealing,E01001342,930,213,147,34,76,2,17,283,13,25,94,26
E09000009,Ealing,E01001343,695,187,112,16,46,1,11,231,16,27,39,9
E09000009,Ealing,E01001344,1086,339,204,34,67,4,9,301,17,37,48,26
E09000009,Ealing,E01001345,830,182,106,34,86,3,4,270,22,33,80,10
E09000009,Ealing,E01001346,915,262,140,19,73,6,11,309,21,19,41,14
E09000009,Ealing,E01001347,993,311,172,31,72,4,6,290,24,34,35,14
E09000009,Ealing,E01001348,780,222,139,21,54,0,13,230,18,27,43,13
E09000009,Ealing,E01001349,648,167,80,27,69,2,10,220,14,13,35,11
E09000009,Ealing,E01001350,759,374,110,12,29,5,6,138,7,27,43,8
E09000009,Ealing,E01001351,1019,426,148,28,126,2,15,132,10,43,67,22
E09000009,Ealing,E01001352,925,468,169,24,50,5,3,115,0,31,47,13
E09000009,Ealing,E01001353,783,348,156,32,44,2,9,108,6,31,41,6
E09000009,Ealing,E01001354,1066,582,141,24,60,0,15,130,6,37,56,15
E09000009,Ealing,E01001355,1131,527,141,29,110,5,12,142,2,63,80,20
E09000009,Ealing,E01001356,534,142,93,20,81,5,5,109,5,22,41,11
E09000009,Ealing,E01001357,1532,753,203,57,89,6,9,232,10,36,116,21
E09000009,Ealing,E01001358,1086,543,178,36,62,3,10,127,12,38,65,12
E09000009,Ealing,E01001359,970,136,45,51,264,0,6,269,30,13,145,11
E09000009,Ealing,E01001360,997,143,52,44,306,1,7,271,19,19,125,10
E09000009,Ealing,E01001361,890,114,44,68,278,2,8,197,18,15,135,11
E09000009,Ealing,E01001362,1030,172,54,83,263,3,11,270,20,20,117,17
E09000009,Ealing,E01001363,801,118,24,31,249,0,4,231,20,22,90,12
E09000009,Ealing,E01001364,689,119,30,32,178,2,2,197,31,16,75,7
E09000009,Ealing,E01001365,1043,138,35,74,248,5,7,338,36,22,126,14
E09000009,Ealing,E01001366,767,107,26,32,153,5,7,314,28,10,66,19
E09000009,Ealing,E01001367,1086,147,60,59,380,2,9,230,23,22,144,10
E09000009,Ealing,E01001368,721,130,35,27,165,7,1,257,22,11,53,13
E09000009,Ealing,E01001369,801,105,24,43,241,3,8,227,19,20,102,9
E09000009,Ealing,E01001370,953,156,28,33,255,4,5,324,24,24,83,17
E09000009,Ealing,E01001371,862,143,38,41,230,2,8,261,23,20,91,5
E09000009,Ealing,E01001372,1067,157,49,71,298,4,6,284,35,24,125,14
E09000009,Ealing,E01001373,873,144,43,52,225,4,5,265,28,20,75,12
E09000009,Ealing,E01001374,1163,706,104,28,55,2,11,119,6,45,81,6
E09000009,Ealing,E01001375,923,646,79,10,14,2,3,84,7,32,41,5
E09000009,Ealing,E01001376,885,419,100,10,67,9,22,140,5,36,65,12
E09000009,Ealing,E01001377,819,575,69,8,11,0,2,82,5,35,25,7
E09000009,Ealing,E01001379,940,644,78,7,23,3,6,93,4,31,44,7
E09000009,Ealing,E01001380,1374,877,160,28,46,4,13,111,10,46,67,12
E09000009,Ealing,E01001381,1045,534,130,30,86,5,11,132,9,40,53,15
E09000009,Ealing,E01001382,759,474,70,13,18,0,4,111,8,27,31,3
E09000009,Ealing,E01001383,959,481,102,18,40,4,7,169,14,47,64,13
E09000009,Ealing,E01001384,1013,494,170,19,51,2,7,154,7,44,58,7
E09000009,Ealing,E01001385,919,504,109,13,35,3,8,131,17,30,59,10
E09000009,Ealing,E01001386,1011,648,109,13,29,2,6,95,12,38,49,10
E09000009,Ealing,E01001387,896,508,96,16,38,4,3,138,5,38,41,9
E09000009,Ealing,E01001388,677,302,83,15,65,3,3,121,6,13,55,11
E09000009,Ealing,E01001389,893,419,96,31,82,5,5,140,14,28,61,12
E09000009,Ealing,E01032572,944,566,108,17,42,0,5,90,7,36,62,11
E09000009,Ealing,E01032743,982,214,81,19,155,11,6,411,22,17,34,12
E09000009,Ealing,E01032744,653,145,44,22,104,6,1,251,17,12,34,17
E09000009,Ealing,E01034026,905,399,285,37,46,2,2,51,10,20,46,7
E09000009,Ealing,E01034027,1060,357,212,41,113,3,21,153,13,69,51,27
E09000009,Ealing,E01034028,724,304,117,31,44,1,14,124,6,29,47,7
E09000009,Ealing,E01034029,861,490,102,22,48,4,2,93,6,32,54,8
E09000009,Ealing,E01034030,1077,564,170,36,81,4,7,101,5,31,66,12
E09000009,Ealing,E01034031,712,458,86,14,39,3,1,62,9,15,23,2
E09000010,Enfield,E01001390,1013,450,209,39,60,3,3,156,9,23,43,18
E09000010,Enfield,E01001391,964,367,164,31,124,3,10,153,17,49,33,13
E09000010,Enfield,E01001392,1001,438,192,19,61,2,9,192,17,22,37,12
E09000010,Enfield,E01001393,1087,417,229,54,90,4,7,185,12,34,39,16
E09000010,Enfield,E01001394,932,200,139,25,199,5,22,230,13,20,68,11
E09000010,Enfield,E01001395,744,186,106,21,115,5,3,216,21,7,35,29
E09000010,Enfield,E01001396,751,206,137,26,108,3,3,171,28,15,48,6
E09000010,Enfield,E01001397,927,248,142,31,146,1,6,258,25,8,45,17
E09000010,Enfield,E01001398,660,299,34,23,23,8,1,203,15,15,33,6
E09000010,Enfield,E01001399,744,238,39,30,29,3,8,281,17,19,27,53
E09000010,Enfield,E01001400,689,274,36,20,32,4,1,252,17,10,36,7
E09000010,Enfield,E01001401,636,246,44,41,34,5,0,221,9,2,29,5
E09000010,Enfield,E01001402,926,361,69,46,57,4,4,297,23,15,37,13
E09000010,Enfield,E01001403,787,279,55,32,60,5,2,281,32,8,21,12
E09000010,Enfield,E01001404,660,223,48,32,42,2,2,249,22,5,28,7
E09000010,Enfield,E01001405,717,275,58,49,45,3,2,221,19,3,32,10
E09000010,Enfield,E01001406,789,279,65,58,65,8,6,233,18,12,41,4
E09000010,Enfield,E01001407,755,245,29,34,47,5,4,315,23,8,37,8
E09000010,Enfield,E01001408,869,359,37,65,38,4,8,251,15,11,71,10
E09000010,Enfield,E01001409,917,226,42,30,101,4,5,418,23,8,49,11
E09000010,Enfield,E01001410,818,192,46,44,92,6,6,339,14,17,46,16
E09000010,Enfield,E01001411,871,357,36,59,49,2,9,259,14,19,54,13
E09000010,Enfield,E01001412,818,255,38,42,39,8,5,340,27,7,40,17
E09000010,Enfield,E01001413,785,348,26,22,18,3,2,288,25,6,37,10
E09000010,Enfield,E01001414,624,119,36,51,67,4,6,260,16,2,55,8
E09000010,Enfield,E01001415,1006,469,98,18,44,7,6,287,15,7,42,13
E09000010,Enfield,E01001416,851,421,68,12,24,0,2,277,15,6,19,7
E09000010,Enfield,E01001417,903,482,23,39,14,0,2,296,13,1,20,13
E09000010,Enfield,E01001418,760,314,75,19,23,4,3,254,13,3,43,9
E09000010,Enfield,E01001419,875,356,110,16,53,4,7,274,16,6,27,6
E09000010,Enfield,E01001420,760,248,96,19,54,3,6,250,20,9,45,10
E09000010,Enfield,E01001421,749,256,124,24,58,3,6,228,9,1,31,9
E09000010,Enfield,E01001422,760,391,24,29,7,3,2,268,15,2,10,9
E09000010,Enfield,E01001423,667,137,60,50,87,6,13,243,22,14,27,8
E09000010,Enfield,E01001424,465,108,41,32,71,2,4,142,16,8,33,8
E09000010,Enfield,E01001425,730,134,82,33,158,6,1,205,15,15,69,12
E09000010,Enfield,E01001426,704,157,68,41,124,1,2,212,19,9,63,8
E09000010,Enfield,E01001427,624,121,58,35,127,1,3,199,16,12,42,10
E09000010,Enfield,E01001428,701,137,52,41,102,3,4,249,26,16,59,12
E09000010,Enfield,E01001429,807,143,79,62,192,12,8,200,12,14,65,20
E09000010,Enfield,E01001430,702,82,58,58,190,2,3,203,14,14,60,18
E09000010,Enfield,E01001431,700,123,86,44,136,5,4,208,23,11,47,13
E09000010,Enfield,E01001432,778,139,91,40,194,6,5,197,18,16,66,6
E09000010,Enfield,E01001433,704,118,34,61,77,11,9,318,16,11,40,9
E09000010,Enfield,E01001434,716,142,41,50,60,4,4,330,14,14,35,22
E09000010,Enfield,E01001435,626,139,26,34,61,8,4,300,8,8,30,8
E09000010,Enfield,E01001436,768,166,42,52,83,4,3,334,18,10,43,13
E09000010,Enfield,E01001437,850,154,43,51,129,7,3,353,29,10,51,20
E09000010,Enfield,E01001438,677,132,45,47,81,3,0,297,20,11,32,9
E09000010,Enfield,E01001439,794,148,36,38,172,0,7,287,20,15,51,20
E09000010,Enfield,E01001440,653,154,36,37,88,1,3,255,11,14,44,10
E09000010,Enfield,E01001441,580,123,37,44,78,5,2,238,9,10,23,11
E09000010,Enfield,E01001442,590,76,36,46,96,5,1,228,19,11,62,10
E09000010,Enfield,E01001444,736,175,40,67,78,5,5,286,12,8,47,13
E09000010,Enfield,E01001445,1249,354,83,85,119,8,6,458,26,23,66,21
E09000010,Enfield,E01001446,783,184,69,54,99,4,9,279,19,19,40,7
E09000010,Enfield,E01001447,738,139,51,51,84,3,6,303,25,13,51,12
E09000010,Enfield,E01001448,796,183,61,65,88,2,5,287,23,16,58,8
E09000010,Enfield,E01001449,690,169,31,60,59,3,1,280,14,13,45,15
E09000010,Enfield,E01001450,1147,420,90,91,120,4,4,301,19,10,75,13
E09000010,Enfield,E01001451,795,370,41,39,30,3,4,245,11,11,33,8
E09000010,Enfield,E01001452,632,315,25,26,17,2,1,202,12,10,15,7
E09000010,Enfield,E01001453,755,375,54,27,20,3,1,240,8,7,18,2
E09000010,Enfield,E01001454,725,329,50,53,25,2,4,217,11,7,18,9
E09000010,Enfield,E01001455,715,272,45,28,35,1,1,267,20,9,25,12
E09000010,Enfield,E01001456,711,363,35,27,17,2,5,209,12,9,29,3
E09000010,Enfield,E01001457,899,444,47,51,39,3,7,231,12,15,42,8
E09000010,Enfield,E01001458,658,88,67,54,143,2,2,201,17,11,61,12
E09000010,Enfield,E01001459,706,175,74,37,87,2,7,250,23,7,30,14
E09000010,Enfield,E01001460,860,137,136,63,197,15,4,206,20,3,66,13
E09000010,Enfield,E01001461,579,102,50,39,127,3,8,188,11,8,34,9
E09000010,Enfield,E01001462,584,156,49,53,88,1,1,166,20,10,32,8
E09000010,Enfield,E01001463,709,154,58,29,68,5,8,300,32,2,37,16
E09000010,Enfield,E01001464,542,99,45,31,51,6,5,222,18,14,42,9
E09000010,Enfield,E01001465,717,154,120,32,94,4,6,236,24,6,29,12
E09000010,Enfield,E01001466,826,163,88,57,173,5,11,233,13,13,58,12
E09000010,Enfield,E01001467,882,204,101,39,153,9,6,264,16,6,74,10
E09000010,Enfield,E01001468,686,295,34,32,25,1,2,239,13,3,35,7
E09000010,Enfield,E01001469,852,327,40,57,53,4,5,289,13,4,51,9
E09000010,Enfield,E01001470,747,327,32,15,34,0,0,278,15,8,27,11
E09000010,Enfield,E01001471,893,344,49,51,49,3,1,323,14,9,45,5
E09000010,Enfield,E01001472,845,372,47,59,48,5,7,224,8,8,57,10
E09000010,Enfield,E01001473,709,271,48,6,37,4,2,284,18,3,27,9
E09000010,Enfield,E01001474,875,418,48,42,38,3,4,247,16,9,38,12
E09000010,Enfield,E01001475,878,396,63,13,24,5,1,308,22,10,24,12
E09000010,Enfield,E01001476,680,146,48,29,102,3,7,266,14,18,36,11
E09000010,Enfield,E01001477,748,145,70,44,97,8,3,289,31,17,34,10
E09000010,Enfield,E01001478,730,190,40,26,90,10,2,291,23,3,36,19
E09000010,Enfield,E01001479,713,143,61,34,150,2,5,222,22,21,30,23
E09000010,Enfield,E01001480,659,157,36,21,103,7,1,258,12,8,45,11
E09000010,Enfield,E01001481,696,104,46,32,115,4,6,311,20,14,30,14
E09000010,Enfield,E01001482,695,128,53,39,145,7,2,246,22,7,37,9
E09000010,Enfield,E01001483,457,69,56,18,91,3,4,151,17,6,32,10
E09000010,Enfield,E01001484,578,128,29,24,66,4,8,254,20,6,27,12
E09000010,Enfield,E01001485,685,106,58,33,167,4,2,224,16,14,46,15
E09000010,Enfield,E01001486,847,149,98,64,173,10,4,258,27,12,38,14
E09000010,Enfield,E01001487,744,141,80,54,155,6,6,214,15,12,48,13
E09000010,Enfield,E01001488,792,160,80,45,154,2,3,258,25,12,42,11
E09000010,Enfield,E01001489,712,133,52,43,130,3,9,262,14,14,37,15
E09000010,Enfield,E01001491,843,152,67,63,208,10,5,230,24,22,47,15
E09000010,Enfield,E01001492,866,175,99,49,155,2,4,265,30,13,60,14
E09000010,Enfield,E01001493,845,233,89,35,85,3,2,304,19,11,57,7
E09000010,Enfield,E01001494,649,216,51,12,39,3,4,266,8,8,30,12
E09000010,Enfield,E01001495,1032,396,148,60,116,5,5,208,15,20,42,17
E09000010,Enfield,E01001496,949,332,76,42,97,5,6,310,12,22,35,12
E09000010,Enfield,E01001497,627,171,42,21,54,5,6,267,15,4,28,14
E09000010,Enfield,E01001498,954,358,113,71,95,5,3,213,12,11,63,10
E09000010,Enfield,E01001499,696,210,76,20,71,1,2,273,11,5,21,6
E09000010,Enfield,E01001500,693,253,73,27,61,1,6,201,10,16,37,8
E09000010,Enfield,E01001501,1060,372,162,53,136,5,4,233,20,22,50,3
E09000010,Enfield,E01001502,810,177,53,43,125,4,7,303,25,9,54,10
E09000010,Enfield,E01001503,751,162,54,41,108,9,6,276,22,11,47,15
E09000010,Enfield,E01001504,752,156,47,23,114,4,4,300,26,13,51,14
E09000010,Enfield,E01001505,832,200,29,37,112,3,6,304,16,9,90,26
E09000010,Enfield,E01001507,900,142,68,66,148,18,4,292,35,11,98,18
E09000010,Enfield,E01001508,942,204,59,52,171,7,9,335,15,12,65,13
E09000010,Enfield,E01001509,672,111,55,37,128,7,3,246,13,11,40,21
E09000010,Enfield,E01001511,866,312,54,57,68,4,1,278,20,13,44,15
E09000010,Enfield,E01001512,1161,473,100,69,99,2,6,275,15,16,85,21
E09000010,Enfield,E01001513,810,190,30,29,98,2,7,320,36,11,73,14
E09000010,Enfield,E01001514,835,292,67,27,72,2,2,274,20,16,56,7
E09000010,Enfield,E01001515,802,194,78,55,99,4,5,271,25,11,47,13
E09000010,Enfield,E01001516,904,235,47,26,89,1,2,419,33,7,33,12
E09000010,Enfield,E01001517,644,109,43,35,126,5,3,255,10,8,41,9
E09000010,Enfield,E01001518,816,307,41,46,81,5,4,228,16,11,65,12
E09000010,Enfield,E01001520,804,318,115,15,44,7,1,219,13,10,46,16
E09000010,Enfield,E01001521,905,426,105,25,39,1,5,228,10,18,37,11
E09000010,Enfield,E01001522,848,379,62,25,47,6,5,257,8,7,42,10
E09000010,Enfield,E01001523,809,363,101,14,38,7,3,224,19,8,21,11
E09000010,Enfield,E01001524,744,301,75,11,56,7,2,233,11,5,37,6
E09000010,Enfield,E01001525,894,381,128,13,60,3,0,249,17,4,30,9
E09000010,Enfield,E01001526,768,343,106,5,25,2,5,242,11,5,13,11
E09000010,Enfield,E01001527,1020,442,128,37,64,3,2,267,20,26,27,4
E09000010,Enfield,E01001528,772,245,161,24,79,1,6,188,15,4,39,10
E09000010,Enfield,E01001529,951,230,190,34,105,6,5,226,10,25,107,13
E09000010,Enfield,E01001530,792,306,144,34,56,3,8,172,16,17,29,7
E09000010,Enfield,E01001531,735,377,79,14,20,3,3,185,5,8,31,10
E09000010,Enfield,E01001532,861,478,65,23,33,0,2,196,12,9,33,10
E09000010,Enfield,E01001533,711,357,47,18,28,4,0,212,5,4,21,15
E09000010,Enfield,E01001534,836,352,137,32,40,3,7,212,12,7,25,9
E09000010,Enfield,E01001535,650,272,89,13,32,4,2,189,12,9,20,8
E09000010,Enfield,E01001536,950,420,61,64,58,2,4,226,14,13,78,10
E09000010,Enfield,E01001537,842,257,54,35,51,9,3,334,20,16,52,11
E09000010,Enfield,E01001538,830,287,39,41,29,7,1,340,17,4,60,5
E09000010,Enfield,E01001539,810,305,37,32,26,5,6,303,13,10,66,7
E09000010,Enfield,E01001540,916,377,54,69,53,2,4,263,14,8,62,10
E09000010,Enfield,E01001541,780,401,29,41,28,4,6,194,12,15,45,5
E09000010,Enfield,E01001542,725,249,43,33,65,1,3,243,14,7,51,16
E09000010,Enfield,E01001543,785,301,36,33,22,7,4,282,18,10,62,10
E09000010,Enfield,E01001544,810,317,51,39,38,2,2,276,11,6,56,12
E09000010,Enfield,E01001545,693,116,31,56,80,6,9,313,17,9,36,20
E09000010,Enfield,E01001546,752,166,26,44,90,4,2,331,15,14,45,15
E09000010,Enfield,E01001547,853,196,48,73,87,3,10,346,14,14,54,8
E09000010,Enfield,E01001548,713,148,48,48,62,11,1,315,24,9,36,11
E09000010,Enfield,E01001549,721,119,38,34,135,8,4,307,23,10,33,10
E09000010,Enfield,E01001550,731,130,37,31,76,4,4,362,21,17,35,14
E09000010,Enfield,E01001551,696,160,21,40,74,6,3,317,19,9,37,10
E09000010,Enfield,E01001552,824,190,28,47,69,9,5,362,28,11,63,12
E09000010,Enfield,E01001553,641,105,72,32,106,3,8,248,17,12,32,6
E09000010,Enfield,E01001554,622,101,63,36,133,1,2,186,11,10,64,15
E09000010,Enfield,E01001555,975,173,133,52,161,3,4,299,36,17,77,20
E09000010,Enfield,E01001556,745,185,75,25,80,5,4,296,22,12,34,7
E09000010,Enfield,E01001557,679,139,71,29,102,9,7,218,16,8,58,22
E09000010,Enfield,E01001558,773,121,93,54,193,11,4,173,11,13,89,11
E09000010,Enfield,E01001559,826,154,83,44,162,7,0,253,22,19,59,23
E09000010,Enfield,E01001560,704,186,85,15,110,7,2,228,21,8,32,10
E09000010,Enfield,E01001562,836,161,60,45,150,2,0,219,11,3,166,19
E09000010,Enfield,E01001563,925,403,109,32,67,2,4,224,16,14,45,9
E09000010,Enfield,E01001564,823,481,40,38,16,4,1,193,13,7,23,7
E09000010,Enfield,E01001565,857,407,79,28,50,4,4,208,19,18,29,11
E09000010,Enfield,E01001566,898,436,76,46,54,1,3,209,10,21,28,14
E09000010,Enfield,E01001567,755,421,30,41,9,2,1,200,9,5,31,6
E09000010,Enfield,E01001568,988,514,48,26,7,4,0,307,12,8,54,8
E09000010,Enfield,E01001569,872,401,67,47,57,3,1,205,17,14,48,12
E09000010,Enfield,E01001570,917,356,62,39,78,6,6,275,13,14,61,7
E09000010,Enfield,E01032574,865,159,92,58,144,5,5,238,18,14,123,9
E09000010,Enfield,E01033146,606,114,48,35,104,6,3,220,17,11,35,13
E09000010,Enfield,E01033148,963,251,104,36,92,14,4,341,43,5,60,13
E09000010,Enfield,E01033150,681,188,52,67,81,2,4,224,5,10,34,14
E09000010,Enfield,E01033151,508,90,43,24,92,5,3,188,17,5,32,9
E09000010,Enfield,E01033926,1009,236,67,92,149,5,8,325,11,17,73,26
E09000010,Enfield,E01033927,810,269,160,30,83,1,4,171,9,6,63,14
E09000010,Enfield,E01033928,684,267,122,28,52,4,3,153,10,1,33,11
E09000011,Greenwich,E01001571,943,256,85,105,147,7,4,260,26,8,31,14
E09000011,Greenwich,E01001572,861,304,68,126,75,1,5,216,11,11,28,16
E09000011,Greenwich,E01001573,750,217,74,74,98,2,5,225,20,7,22,6
E09000011,Greenwich,E01001574,726,162,42,83,134,3,5,221,20,8,35,13
E09000011,Greenwich,E01001575,689,140,53,87,131,4,2,228,9,3,24,8
E09000011,Greenwich,E01001576,801,140,73,98,152,1,5,229,40,11,37,15
E09000011,Greenwich,E01001577,813,130,61,101,153,8,2,272,14,8,57,7
E09000011,Greenwich,E01001578,1147,275,131,210,157,4,4,267,23,25,32,19
E09000011,Greenwich,E01001579,753,147,73,68,138,4,3,242,15,9,44,10
E09000011,Greenwich,E01001580,959,617,60,62,37,5,8,91,5,28,37,9
E09000011,Greenwich,E01001581,875,450,101,67,47,2,4,118,10,28,40,8
E09000011,Greenwich,E01001582,677,285,44,81,55,3,4,131,6,31,29,8
E09000011,Greenwich,E01001583,897,533,55,67,56,3,3,116,2,19,39,4
E09000011,Greenwich,E01001584,784,511,35,67,25,4,4,68,6,27,29,8
E09000011,Greenwich,E01001585,809,476,46,62,31,3,1,98,8,33,46,5
E09000011,Greenwich,E01001586,661,352,57,46,38,2,4,84,7,24,37,10
E09000011,Greenwich,E01001587,1139,762,86,74,33,0,10,106,0,21,40,7
E09000011,Greenwich,E01001588,733,221,93,31,118,5,8,164,10,14,60,9
E09000011,Greenwich,E01001589,897,317,80,95,79,3,11,194,11,27,63,17
E09000011,Greenwich,E01001590,983,453,101,95,75,5,4,146,7,32,58,7
E09000011,Greenwich,E01001591,912,309,111,106,107,3,7,179,9,17,53,11
E09000011,Greenwich,E01001592,1158,620,135,81,63,3,3,135,12,42,57,7
E09000011,Greenwich,E01001593,948,571,61,43,54,1,4,122,8,36,36,12
E09000011,Greenwich,E01001594,1246,423,177,104,155,10,6,233,22,24,84,8
E09000011,Greenwich,E01001595,954,305,85,49,177,1,3,232,16,18,48,20
E09000011,Greenwich,E01001596,818,345,24,82,30,7,6,270,17,8,22,7
E09000011,Greenwich,E01001597,773,341,28,84,51,5,7,211,16,7,12,11
E09000011,Greenwich,E01001598,796,344,24,108,29,3,4,230,17,12,21,4
E09000011,Greenwich,E01001599,785,252,21,88,55,5,2,309,14,2,26,11
E09000011,Greenwich,E01001600,776,312,30,92,40,6,6,222,18,11,30,9
E09000011,Greenwich,E01001601,726,336,14,85,19,7,2,203,9,13,24,14
E09000011,Greenwich,E01001602,896,233,28,127,99,3,5,314,26,13,33,15
E09000011,Greenwich,E01001603,746,209,28,71,94,2,4,262,13,12,39,12
E09000011,Greenwich,E01001604,758,361,39,76,45,0,5,143,13,19,50,7
E09000011,Greenwich,E01001605,744,336,19,71,20,9,6,230,9,11,25,8
E09000011,Greenwich,E01001606,859,415,22,97,41,7,13,195,15,8,37,9
E09000011,Greenwich,E01001607,775,350,33,78,45,5,2,166,8,19,55,14
E09000011,Greenwich,E01001608,668,365,15,45,34,4,10,141,7,11,30,6
E09000011,Greenwich,E01001609,777,327,35,74,62,1,7,186,18,23,39,5
